metric,scorer_x,scorer_y,code,model_engine,value_x,value_y
r_free,refmac,torchref,1CI0,refmac,0.303,0.293836
r_free,refmac,torchref,1CI0,torchref,0.2977,0.290957
r_free,refmac,torchref,1CSM,phenix,0.255,0.251803
r_free,refmac,torchref,1CSM,refmac,0.2499,0.245835
r_free,refmac,torchref,1CSM,torchref,0.2541,0.25167
r_free,refmac,torchref,1D9E,phenix,0.269,0.259294
r_free,refmac,torchref,1D9E,refmac,0.258,0.250024
r_free,refmac,torchref,1DAW,phenix,0.3172,0.301399
r_free,refmac,torchref,1DAW,refmac,0.3225,0.307039
r_free,refmac,torchref,1DAW,torchref,0.3221,0.310852
r_free,refmac,torchref,1DLM,phenix,0.2657,0.260266
r_free,refmac,torchref,1DLM,refmac,0.2741,0.264506
r_free,refmac,torchref,1DLM,torchref,0.2703,0.263003
r_free,refmac,torchref,1DQ3,phenix,0.377,0.369723
r_free,refmac,torchref,1DQ3,refmac,0.3764,0.375011
r_free,refmac,torchref,1DQ3,torchref,0.3768,0.373341
r_free,refmac,torchref,1DQ8,phenix,0.2841,0.276991
r_free,refmac,torchref,1DQ8,refmac,0.285,0.277824
r_free,refmac,torchref,1DQ8,torchref,0.291,0.280084
r_free,refmac,torchref,1E79,phenix,0.3717,0.366697
r_free,refmac,torchref,1E79,refmac,0.3537,0.350554
r_free,refmac,torchref,1E79,torchref,0.3768,0.373308
r_free,refmac,torchref,1EJ1,phenix,0.3051,0.309045
r_free,refmac,torchref,1EJ1,refmac,0.2942,0.299147
r_free,refmac,torchref,1EJ1,torchref,0.3149,0.314915
r_free,refmac,torchref,1EJH,phenix,0.305,0.301034
r_free,refmac,torchref,1EJH,refmac,0.2994,0.298957
r_free,refmac,torchref,1EJH,torchref,0.3015,0.299004
r_free,refmac,torchref,1ETE,phenix,0.3518,0.358985
r_free,refmac,torchref,1ETE,refmac,0.3497,0.340052
r_free,refmac,torchref,1ETE,torchref,0.3577,0.356182
r_free,refmac,torchref,1EZW,phenix,0.2484,0.244773
r_free,refmac,torchref,1EZW,refmac,0.2444,0.243373
r_free,refmac,torchref,1EZW,torchref,0.2452,0.244667
r_free,refmac,torchref,1F97,phenix,0.265,0.246874
r_free,refmac,torchref,1F97,refmac,0.2343,0.234316
r_free,refmac,torchref,1F97,torchref,0.2601,0.251082
r_free,refmac,torchref,1FG3,phenix,0.3075,0.306738
r_free,refmac,torchref,1FG3,refmac,0.3047,0.30777
r_free,refmac,torchref,1FG3,torchref,0.3206,0.322838
r_free,refmac,torchref,1FIO,phenix,0.3912,0.413002
r_free,refmac,torchref,1FIO,refmac,0.3994,0.428421
r_free,refmac,torchref,1FIO,torchref,0.4022,0.423204
r_free,refmac,torchref,1FKM,phenix,0.3108,0.315046
r_free,refmac,torchref,1FKM,refmac,0.3159,0.3122
r_free,refmac,torchref,1FKM,torchref,0.312,0.317447
r_free,refmac,torchref,1FSI,phenix,0.3323,0.327175
r_free,refmac,torchref,1FSI,refmac,0.3051,0.306841
r_free,refmac,torchref,1FSI,torchref,0.3296,0.322708
r_free,refmac,torchref,1GHW,phenix,0.4264,0.417245
r_free,refmac,torchref,1GHW,refmac,0.4061,0.401307
r_free,refmac,torchref,1GHW,torchref,0.4061,0.405468
r_free,refmac,torchref,1GPQ,phenix,0.3086,0.299674
r_free,refmac,torchref,1GPQ,refmac,0.3069,0.297903
r_free,refmac,torchref,1GPQ,torchref,0.2965,0.290633
r_free,refmac,torchref,1GQ8,phenix,0.2575,0.253108
r_free,refmac,torchref,1GQ8,refmac,0.2622,0.259215
r_free,refmac,torchref,1GQ8,torchref,0.2576,0.253135
r_free,refmac,torchref,1GQ9,phenix,0.3499,0.34606
r_free,refmac,torchref,1GQ9,refmac,0.3225,0.302457
r_free,refmac,torchref,1GQ9,torchref,0.3984,0.411292
r_free,refmac,torchref,1GUI,phenix,0.3227,0.319171
r_free,refmac,torchref,1GUI,refmac,0.324,0.321333
r_free,refmac,torchref,1GUI,torchref,0.3264,0.317463
r_free,refmac,torchref,1GYJ,phenix,0.3181,0.307807
r_free,refmac,torchref,1GYJ,refmac,0.3356,0.329941
r_free,refmac,torchref,1GYJ,torchref,0.3201,0.308335
r_free,refmac,torchref,1H8V,phenix,0.2851,0.276922
r_free,refmac,torchref,1H8V,refmac,0.2846,0.278655
r_free,refmac,torchref,1H8V,torchref,0.2867,0.280738
r_free,refmac,torchref,1HN0,phenix,0.287,0.28003
r_free,refmac,torchref,1HN0,refmac,0.2791,0.271289
r_free,refmac,torchref,1HN0,torchref,0.2875,0.282012
r_free,refmac,torchref,1HNO,phenix,0.2748,0.268713
r_free,refmac,torchref,1HNO,refmac,0.2688,0.252738
r_free,refmac,torchref,1HNO,torchref,0.2697,0.255687
r_free,refmac,torchref,1HTN,phenix,0.2323,0.222873
r_free,refmac,torchref,1HTN,refmac,0.2363,0.234618
r_free,refmac,torchref,1HTN,torchref,0.2282,0.233547
r_free,refmac,torchref,1I1N,phenix,0.2982,0.274433
r_free,refmac,torchref,1I1N,refmac,0.3056,0.283685
r_free,refmac,torchref,1I1N,torchref,0.2974,0.273614
r_free,refmac,torchref,1I3A,phenix,0.3399,0.330865
r_free,refmac,torchref,1I3A,refmac,0.3352,0.321994
r_free,refmac,torchref,1I3A,torchref,0.3306,0.326197
r_free,refmac,torchref,1IDQ,phenix,0.2383,0.229447
r_free,refmac,torchref,1IDQ,refmac,0.2344,0.224204
r_free,refmac,torchref,1IDQ,torchref,0.24,0.231471
r_free,refmac,torchref,1IKN,phenix,0.4234,0.415892
r_free,refmac,torchref,1IKN,refmac,0.392,0.380782
r_free,refmac,torchref,1IKN,torchref,0.3803,0.372849
r_free,refmac,torchref,1ITK,phenix,0.2959,0.289395
r_free,refmac,torchref,1ITK,refmac,0.2909,0.285567
r_free,refmac,torchref,1ITK,torchref,0.2962,0.289853
r_free,refmac,torchref,1J3P,phenix,0.2876,0.277627
r_free,refmac,torchref,1J3P,refmac,0.2952,0.277604
r_free,refmac,torchref,1J3P,torchref,0.2883,0.27618
r_free,refmac,torchref,1J53,phenix,0.3146,0.319495
r_free,refmac,torchref,1J53,refmac,0.3115,0.316514
r_free,refmac,torchref,1J53,torchref,0.3202,0.327343
r_free,refmac,torchref,1J5W,phenix,0.3193,0.314196
r_free,refmac,torchref,1J5W,refmac,0.3214,0.314739
r_free,refmac,torchref,1J5W,torchref,0.3273,0.319124
r_free,refmac,torchref,1J8B,phenix,0.421,0.417138
r_free,refmac,torchref,1J8B,refmac,0.4511,0.446296
r_free,refmac,torchref,1J8B,torchref,0.4245,0.420332
r_free,refmac,torchref,1JAC,phenix,0.3061,0.307108
r_free,refmac,torchref,1JAC,refmac,0.3007,0.301485
r_free,refmac,torchref,1JAC,torchref,0.3046,0.30939
r_free,refmac,torchref,1JAD,phenix,0.3634,0.3587
r_free,refmac,torchref,1JAD,refmac,0.3739,0.360404
r_free,refmac,torchref,1JAD,torchref,0.3901,0.392453
r_free,refmac,torchref,1JN9,phenix,0.5126,0.516545
r_free,refmac,torchref,1JN9,refmac,0.501,0.497558
r_free,refmac,torchref,1JN9,torchref,0.5297,0.552251
r_free,refmac,torchref,1JU3,phenix,0.282,0.260247
r_free,refmac,torchref,1JU3,refmac,0.2856,0.263327
r_free,refmac,torchref,1JU3,torchref,0.2853,0.264457
r_free,refmac,torchref,1K6D,phenix,0.2929,0.282373
r_free,refmac,torchref,1K6D,refmac,0.2834,0.269955
r_free,refmac,torchref,1K6D,torchref,0.2914,0.283302
r_free,refmac,torchref,1K7T,phenix,0.3329,0.333182
r_free,refmac,torchref,1K7T,refmac,0.3196,0.314085
r_free,refmac,torchref,1K7T,torchref,0.3214,0.321568
r_free,refmac,torchref,1L9X,phenix,0.2548,0.245855
r_free,refmac,torchref,1L9X,refmac,0.2528,0.243663
r_free,refmac,torchref,1L9X,torchref,0.2551,0.246449
r_free,refmac,torchref,1LNZ,phenix,0.4764,0.474985
r_free,refmac,torchref,1LNZ,refmac,0.463,0.475774
r_free,refmac,torchref,1LNZ,torchref,0.4793,0.483843
r_free,refmac,torchref,1M6E,phenix,0.2397,0.236522
r_free,refmac,torchref,1M6E,refmac,0.2358,0.235347
r_free,refmac,torchref,1M6E,torchref,0.2401,0.243004
r_free,refmac,torchref,1N0L,phenix,0.3618,0.364002
r_free,refmac,torchref,1N0L,refmac,0.359,0.359885
r_free,refmac,torchref,1N0L,torchref,0.3662,0.364369
r_free,refmac,torchref,1N6J,phenix,0.4462,0.449996
r_free,refmac,torchref,1N6J,refmac,0.4273,0.424014
r_free,refmac,torchref,1N6J,torchref,0.4331,0.423342
r_free,refmac,torchref,1O4V,phenix,0.2522,0.240115
r_free,refmac,torchref,1O4V,refmac,0.2475,0.241895
r_free,refmac,torchref,1O4V,torchref,0.253,0.242086
r_free,refmac,torchref,1O5T,phenix,0.3633,0.364057
r_free,refmac,torchref,1O5T,refmac,0.3719,0.371529
r_free,refmac,torchref,1O5T,torchref,0.3842,0.383328
r_free,refmac,torchref,1O6D,phenix,0.2921,0.288453
r_free,refmac,torchref,1O6D,refmac,0.2931,0.282916
r_free,refmac,torchref,1O6D,torchref,0.2876,0.290865
r_free,refmac,torchref,1OBR,phenix,0.2128,0.212065
r_free,refmac,torchref,1OBR,refmac,0.2163,0.21257
r_free,refmac,torchref,1OBR,torchref,0.2297,0.220179
r_free,refmac,torchref,1OC0,phenix,0.352,0.339626
r_free,refmac,torchref,1OC0,refmac,0.3402,0.329056
r_free,refmac,torchref,1OC0,torchref,0.3514,0.338682
r_free,refmac,torchref,1OE4,phenix,0.3001,0.293134
r_free,refmac,torchref,1OE4,refmac,0.299,0.294585
r_free,refmac,torchref,1OE4,torchref,0.301,0.297824
r_free,refmac,torchref,1OMW,phenix,0.3639,0.363455
r_free,refmac,torchref,1OMW,refmac,0.3311,0.32778
r_free,refmac,torchref,1OMW,torchref,0.3409,0.336142
r_free,refmac,torchref,1OQE,phenix,0.2712,0.274426
r_free,refmac,torchref,1OQE,refmac,0.2492,0.254186
r_free,refmac,torchref,1OQE,torchref,0.2615,0.265587
r_free,refmac,torchref,1OSC,phenix,0.2605,0.256141
r_free,refmac,torchref,1OSC,refmac,0.2545,0.254305
r_free,refmac,torchref,1OSC,torchref,0.2593,0.256787
r_free,refmac,torchref,1OY5,phenix,0.3792,0.359993
r_free,refmac,torchref,1OY5,refmac,0.3586,0.346281
r_free,refmac,torchref,1OY5,torchref,0.358,0.345412
r_free,refmac,torchref,1P3C,phenix,0.2274,0.219413
r_free,refmac,torchref,1P3C,refmac,0.2282,0.222173
r_free,refmac,torchref,1P3C,torchref,0.2284,0.220645
r_free,refmac,torchref,1P4X,phenix,0.3638,0.357271
r_free,refmac,torchref,1P4X,refmac,0.341,0.330599
r_free,refmac,torchref,1P4X,torchref,0.3681,0.353834
r_free,refmac,torchref,1PG3,phenix,0.2849,0.273939
r_free,refmac,torchref,1PG3,refmac,0.2851,0.274853
r_free,refmac,torchref,1PG3,torchref,0.2832,0.272915
r_free,refmac,torchref,1PJR,phenix,0.3571,0.349817
r_free,refmac,torchref,1PJR,refmac,0.3361,0.332014
r_free,refmac,torchref,1PJR,torchref,0.3592,0.354226
r_free,refmac,torchref,1PXZ,phenix,0.2688,0.254587
r_free,refmac,torchref,1PXZ,refmac,0.2721,0.254889
r_free,refmac,torchref,1PXZ,torchref,0.2684,0.254352
r_free,refmac,torchref,1Q15,phenix,0.3023,0.295577
r_free,refmac,torchref,1Q15,refmac,0.2983,0.292299
r_free,refmac,torchref,1Q15,torchref,0.3091,0.303208
r_free,refmac,torchref,1QB5,phenix,0.2426,0.238416
r_free,refmac,torchref,1QB5,refmac,0.2439,0.241188
r_free,refmac,torchref,1QB5,torchref,0.2463,0.241739
r_free,refmac,torchref,1QD9,phenix,0.3077,0.309938
r_free,refmac,torchref,1QD9,refmac,0.3297,0.325011
r_free,refmac,torchref,1QD9,torchref,0.3334,0.327933
r_free,refmac,torchref,1QJV,phenix,0.2727,0.264986
r_free,refmac,torchref,1QJV,refmac,0.2727,0.262214
r_free,refmac,torchref,1QJV,torchref,0.2739,0.270719
r_free,refmac,torchref,1QZN,phenix,0.296,0.284601
r_free,refmac,torchref,1QZN,refmac,0.294,0.280782
r_free,refmac,torchref,1QZN,torchref,0.3032,0.282047
r_free,refmac,torchref,1R1K,phenix,0.336,0.357842
r_free,refmac,torchref,1R1K,refmac,0.3156,0.323181
r_free,refmac,torchref,1R1K,torchref,0.3252,0.354763
r_free,refmac,torchref,1R3U,phenix,0.2697,0.270085
r_free,refmac,torchref,1R3U,refmac,0.2743,0.268547
r_free,refmac,torchref,1R3U,torchref,0.2692,0.269881
r_free,refmac,torchref,1RFX,phenix,0.4081,0.394651
r_free,refmac,torchref,1RFX,refmac,0.3775,0.376142
r_free,refmac,torchref,1RFX,torchref,0.3846,0.380364
r_free,refmac,torchref,1RHC,phenix,0.2508,0.247459
r_free,refmac,torchref,1RHC,refmac,0.24,0.239474
r_free,refmac,torchref,1RHC,torchref,0.25,0.24566
r_free,refmac,torchref,1RJ1,phenix,0.2888,0.282436
r_free,refmac,torchref,1RJ1,refmac,0.2736,0.270151
r_free,refmac,torchref,1RJ1,torchref,0.2818,0.272324
r_free,refmac,torchref,1RJD,phenix,0.2778,0.270749
r_free,refmac,torchref,1RJD,refmac,0.2801,0.274765
r_free,refmac,torchref,1RJD,torchref,0.2785,0.273208
r_free,refmac,torchref,1RKG,phenix,0.3357,0.336865
r_free,refmac,torchref,1RKG,refmac,0.3188,0.3248
r_free,refmac,torchref,1RKG,torchref,0.3299,0.335685
r_free,refmac,torchref,1RZN,phenix,0.2707,0.264084
r_free,refmac,torchref,1RZN,refmac,0.2841,0.271839
r_free,refmac,torchref,1RZN,torchref,0.2783,0.269096
r_free,refmac,torchref,1S1C,phenix,0.3904,0.386149
r_free,refmac,torchref,1S1C,refmac,0.3902,0.370697
r_free,refmac,torchref,1S1C,torchref,0.3954,0.377337
r_free,refmac,torchref,1SO2,phenix,0.2863,0.279636
r_free,refmac,torchref,1SO2,refmac,0.2832,0.277047
r_free,refmac,torchref,1SO2,torchref,0.288,0.279238
r_free,refmac,torchref,1SOT,phenix,0.372,0.365923
r_free,refmac,torchref,1SOT,refmac,0.351,0.348074
r_free,refmac,torchref,1SOT,torchref,0.3559,0.350813
r_free,refmac,torchref,1T3I,phenix,0.27,0.259841
r_free,refmac,torchref,1T3I,refmac,0.2678,0.259741
r_free,refmac,torchref,1T3I,torchref,0.2742,0.265058
r_free,refmac,torchref,1TE5,phenix,0.354,0.348631
r_free,refmac,torchref,1TE5,refmac,0.3387,0.335139
r_free,refmac,torchref,1TE5,torchref,0.3565,0.350527
r_free,refmac,torchref,1TGS,phenix,0.2881,0.28587
r_free,refmac,torchref,1TGS,refmac,0.2933,0.292636
r_free,refmac,torchref,1TGS,torchref,0.2769,0.280995
r_free,refmac,torchref,1TML,phenix,0.2219,0.254318
r_free,refmac,torchref,1TML,refmac,0.229,0.22905
r_free,refmac,torchref,1TML,torchref,0.2512,0.24576
r_free,refmac,torchref,1TVL,phenix,0.2915,0.294771
r_free,refmac,torchref,1TVL,refmac,0.2793,0.276543
r_free,refmac,torchref,1TVL,torchref,0.2743,0.275744
r_free,refmac,torchref,1U1I,phenix,0.3381,0.325331
r_free,refmac,torchref,1U1I,refmac,0.3346,0.323829
r_free,refmac,torchref,1U1I,torchref,0.344,0.330315
r_free,refmac,torchref,1U7B,refmac,0.3424,0.338622
r_free,refmac,torchref,1U7B,torchref,0.3611,0.348891
r_free,refmac,torchref,1UEF,phenix,0.4414,0.429262
r_free,refmac,torchref,1UEF,refmac,0.4206,0.408216
r_free,refmac,torchref,1UEF,torchref,0.447,0.403005
r_free,refmac,torchref,1UJK,phenix,0.3245,0.321243
r_free,refmac,torchref,1UJK,refmac,0.3305,0.33154
r_free,refmac,torchref,1UJK,torchref,0.3284,0.326887
r_free,refmac,torchref,1UKV,phenix,0.3603,0.351747
r_free,refmac,torchref,1UKV,refmac,0.3555,0.351789
r_free,refmac,torchref,1UKV,torchref,0.3493,0.342337
r_free,refmac,torchref,1UTB,phenix,0.2778,0.269809
r_free,refmac,torchref,1UTB,refmac,0.258,0.253737
r_free,refmac,torchref,1UTB,torchref,0.2681,0.258969
r_free,refmac,torchref,1UVQ,phenix,0.3508,0.342275
r_free,refmac,torchref,1UVQ,refmac,0.3392,0.332525
r_free,refmac,torchref,1UVQ,torchref,0.3311,0.32775
r_free,refmac,torchref,1V8Q,phenix,0.3007,0.294604
r_free,refmac,torchref,1V8Q,refmac,0.2659,0.267541
r_free,refmac,torchref,1V8Q,torchref,0.3243,0.32224
r_free,refmac,torchref,1VB3,phenix,0.2694,0.254486
r_free,refmac,torchref,1VB3,refmac,0.2789,0.263394
r_free,refmac,torchref,1VB3,torchref,0.2724,0.260852
r_free,refmac,torchref,1VCE,phenix,0.2991,0.297547
r_free,refmac,torchref,1VCE,refmac,0.2919,0.287808
r_free,refmac,torchref,1VCE,torchref,0.3008,0.300328
r_free,refmac,torchref,1VDD,phenix,0.3144,0.309192
r_free,refmac,torchref,1VDD,refmac,0.2919,0.290828
r_free,refmac,torchref,1VDD,torchref,0.3189,0.306187
r_free,refmac,torchref,1VER,phenix,0.2489,0.293689
r_free,refmac,torchref,1VER,refmac,0.2377,0.284952
r_free,refmac,torchref,1VER,torchref,0.28,0.302076
r_free,refmac,torchref,1VK0,phenix,0.2993,0.296603
r_free,refmac,torchref,1VK0,refmac,0.3076,0.306149
r_free,refmac,torchref,1VK0,torchref,0.3028,0.299438
r_free,refmac,torchref,1VLM,phenix,0.3354,0.338677
r_free,refmac,torchref,1VLM,refmac,0.3333,0.336737
r_free,refmac,torchref,1VLM,torchref,0.3288,0.329779
r_free,refmac,torchref,1VR4,phenix,0.3458,0.345458
r_free,refmac,torchref,1VR4,refmac,0.3341,0.332552
r_free,refmac,torchref,1VR4,torchref,0.3479,0.346207
r_free,refmac,torchref,1VRQ,phenix,0.2879,0.28574
r_free,refmac,torchref,1VRQ,refmac,0.2806,0.282147
r_free,refmac,torchref,1VRQ,torchref,0.2859,0.284166
r_free,refmac,torchref,1W2Y,phenix,0.2938,0.293616
r_free,refmac,torchref,1W2Y,refmac,0.2833,0.286152
r_free,refmac,torchref,1W2Y,torchref,0.2882,0.287088
r_free,refmac,torchref,1W8A,phenix,0.2799,0.260137
r_free,refmac,torchref,1W8A,refmac,0.2712,0.270436
r_free,refmac,torchref,1W8A,torchref,0.2625,0.271831
r_free,refmac,torchref,1WD8,phenix,0.2973,0.303505
r_free,refmac,torchref,1WD8,refmac,0.2832,0.274827
r_free,refmac,torchref,1WD8,torchref,0.2881,0.290928
r_free,refmac,torchref,1WDV,phenix,0.3102,0.308902
r_free,refmac,torchref,1WDV,refmac,0.3067,0.308236
r_free,refmac,torchref,1WDV,torchref,0.3071,0.304433
r_free,refmac,torchref,1WLZ,phenix,0.3063,0.298608
r_free,refmac,torchref,1WLZ,refmac,0.3063,0.299994
r_free,refmac,torchref,1WLZ,torchref,0.3064,0.297924
r_free,refmac,torchref,1WTJ,phenix,0.2932,0.288677
r_free,refmac,torchref,1WTJ,refmac,0.2772,0.274036
r_free,refmac,torchref,1WTJ,torchref,0.2728,0.269162
r_free,refmac,torchref,1WTY,phenix,0.3184,0.317263
r_free,refmac,torchref,1WTY,refmac,0.3175,0.313477
r_free,refmac,torchref,1WTY,torchref,0.3226,0.320553
r_free,refmac,torchref,1WU2,phenix,0.363,0.366101
r_free,refmac,torchref,1WU2,refmac,0.3606,0.359142
r_free,refmac,torchref,1WU2,torchref,0.3647,0.362499
r_free,refmac,torchref,1WV8,phenix,0.4463,0.433614
r_free,refmac,torchref,1WV8,refmac,0.4593,0.469576
r_free,refmac,torchref,1WV8,torchref,0.4413,0.419762
r_free,refmac,torchref,1WW9,phenix,0.304,0.298756
r_free,refmac,torchref,1WW9,refmac,0.2991,0.292751
r_free,refmac,torchref,1WW9,torchref,0.3047,0.29776
r_free,refmac,torchref,1X1Q,phenix,0.3878,0.384541
r_free,refmac,torchref,1X1Q,refmac,0.3563,0.345107
r_free,refmac,torchref,1X1Q,torchref,0.4105,0.405375
r_free,refmac,torchref,1X6O,phenix,0.3185,0.297503
r_free,refmac,torchref,1X6O,refmac,0.3192,0.308627
r_free,refmac,torchref,1X6O,torchref,0.3139,0.289116
r_free,refmac,torchref,1XHD,phenix,0.313,0.30503
r_free,refmac,torchref,1XHD,refmac,0.3014,0.290892
r_free,refmac,torchref,1XQZ,refmac,0.313,0.297229
r_free,refmac,torchref,1XQZ,torchref,0.3203,0.307468
r_free,refmac,torchref,1XVS,phenix,0.3304,0.327297
r_free,refmac,torchref,1XVS,refmac,0.3247,0.316035
r_free,refmac,torchref,1XVS,torchref,0.3302,0.330171
r_free,refmac,torchref,1XVW,refmac,0.2888,0.289644
r_free,refmac,torchref,1XVW,torchref,0.2918,0.290543
r_free,refmac,torchref,1XX1,phenix,0.2789,0.276427
r_free,refmac,torchref,1XX1,refmac,0.2775,0.273702
r_free,refmac,torchref,1XX1,torchref,0.2779,0.274548
r_free,refmac,torchref,1Y08,refmac,0.3028,0.29895
r_free,refmac,torchref,1Y08,torchref,0.2984,0.296679
r_free,refmac,torchref,1Y7O,phenix,0.3531,0.353648
r_free,refmac,torchref,1Y7O,refmac,0.3419,0.348906
r_free,refmac,torchref,1Y7O,torchref,0.3434,0.344042
r_free,refmac,torchref,1Y8Q,phenix,0.2665,0.258561
r_free,refmac,torchref,1Y8Q,refmac,0.2643,0.256081
r_free,refmac,torchref,1Y8Q,torchref,0.2658,0.258616
r_free,refmac,torchref,1Y98,refmac,0.3135,0.313236
r_free,refmac,torchref,1Y98,torchref,0.3251,0.319011
r_free,refmac,torchref,1YEM,phenix,0.2867,0.283947
r_free,refmac,torchref,1YEM,refmac,0.2773,0.273087
r_free,refmac,torchref,1YEM,torchref,0.2859,0.275468
r_free,refmac,torchref,1YK3,phenix,0.3078,0.304385
r_free,refmac,torchref,1YK3,refmac,0.3042,0.298524
r_free,refmac,torchref,1YK3,torchref,0.3075,0.303578
r_free,refmac,torchref,1YMQ,phenix,0.2703,0.259449
r_free,refmac,torchref,1YMQ,refmac,0.2747,0.258398
r_free,refmac,torchref,1YMQ,torchref,0.2708,0.25643
r_free,refmac,torchref,1YRX,refmac,0.5015,0.502502
r_free,refmac,torchref,1YRX,torchref,0.5176,0.50725
r_free,refmac,torchref,1Z05,phenix,0.3814,0.367181
r_free,refmac,torchref,1Z05,refmac,0.3197,0.314043
r_free,refmac,torchref,1Z05,torchref,0.3695,0.348938
r_free,refmac,torchref,1Z3X,phenix,0.2862,0.280882
r_free,refmac,torchref,1Z3X,refmac,0.2815,0.274978
r_free,refmac,torchref,1Z3X,torchref,0.2833,0.277261
r_free,refmac,torchref,1ZEJ,phenix,0.3253,0.323192
r_free,refmac,torchref,1ZEJ,refmac,0.3177,0.312871
r_free,refmac,torchref,1ZEJ,torchref,0.3188,0.31767
r_free,refmac,torchref,1ZJ8,phenix,0.3076,0.304548
r_free,refmac,torchref,1ZJ8,refmac,0.3375,0.324102
r_free,refmac,torchref,1ZJ8,torchref,0.3029,0.297391
r_free,refmac,torchref,1ZKL,phenix,0.2701,0.262974
r_free,refmac,torchref,1ZKL,refmac,0.2704,0.263198
r_free,refmac,torchref,1ZKL,torchref,0.2704,0.263601
r_free,refmac,torchref,1ZZ0,phenix,0.2559,0.250399
r_free,refmac,torchref,1ZZ0,refmac,0.2502,0.244073
r_free,refmac,torchref,1ZZ0,torchref,0.2526,0.247168
r_free,refmac,torchref,2A25,phenix,0.3713,0.366275
r_free,refmac,torchref,2A25,refmac,0.32,0.331286
r_free,refmac,torchref,2A25,torchref,0.3531,0.341274
r_free,refmac,torchref,2A3V,phenix,0.4572,0.452446
r_free,refmac,torchref,2A3V,refmac,0.4395,0.440796
r_free,refmac,torchref,2A3V,torchref,0.4666,0.473504
r_free,refmac,torchref,2A65,refmac,0.2637,0.265773
r_free,refmac,torchref,2A65,torchref,0.2615,0.265553
r_free,refmac,torchref,2A9S,phenix,0.2515,0.23535
r_free,refmac,torchref,2A9S,refmac,0.2556,0.238786
r_free,refmac,torchref,2A9S,torchref,0.2477,0.234947
